2021-06-15 04:52:00,841 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-26 17:38:04,939 | constant | DEBUG | init database succesful
2021-06-26 17:38:04,981 | utils.planner | DEBUG | triggered update
2021-06-26 17:38:05,581 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-26 17:38:05,757 | utils.planner | DEBUG | return embed for 728482381215826000
2021-06-26 17:38:05,757 | utils.planner | DEBUG | took 0.7189884185791016 second for 728482381215826000
2021-06-26 17:38:06,320 | bot | DEBUG | bot subclass Created.
2021-06-26 17:38:06,324 | bot | INFO | Cog loaded: NewPatch
2021-06-26 17:38:06,325 | bot | INFO | Cog loaded: SetUp
2021-06-26 17:38:06,328 | bot | INFO | Cog loaded: DayLoop
2021-06-26 17:38:06,331 | bot | INFO | Cog loaded: AdminCommands
2021-06-26 17:38:06,333 | bot | INFO | Cog loaded: Updater
2021-06-26 17:38:06,336 | bot | INFO | Cog loaded: Assignments
2021-06-26 17:38:06,344 | bot | INFO | Cog loaded: Snekbox
2021-06-26 17:38:06,346 | bot | INFO | Cog loaded: Latency
2021-06-26 17:38:06,496 | bot | INFO | Cog loaded: KUSNews
2021-06-26 17:38:06,498 | bot | INFO | Cog loaded: ErrorHandler
2021-06-26 17:38:06,501 | bot | INFO | Cog loaded: Help
2021-06-26 17:38:06,503 | bot | INFO | Cog loaded: Debug
2021-06-26 17:38:06,504 | bot | INFO | Cog loaded: VoiceChannel
2021-06-26 17:38:06,505 | bot | INFO | Cog loaded: Utility
2021-06-26 17:38:06,547 | bot | DEBUG | exts.dayloop New day [UTC+7] detected.
2021-06-26 17:38:06,574 | exts.kus | DEBUG | loaded data
2021-06-26 17:39:02,198 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-26 17:39:02,199 | bot | DEBUG | created bot base.
2021-06-26 17:39:02,235 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2021-06-26 17:39:02,236 | constant | DEBUG | init database succesful
2021-06-26 17:39:02,276 | utils.planner | DEBUG | triggered update
2021-06-26 17:39:02,688 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-26 17:39:02,838 | utils.planner | DEBUG | return embed for 728482381215826000
2021-06-26 17:39:02,838 | utils.planner | DEBUG | took 0.5406515598297119 second for 728482381215826000
2021-06-26 17:39:03,017 | bot | DEBUG | bot subclass Created.
2021-06-26 17:39:45,700 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-26 17:39:45,701 | bot | DEBUG | created bot base.
2021-06-26 17:39:45,739 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2021-06-26 17:39:45,740 | constant | DEBUG | init database succesful
2021-06-26 17:39:45,774 | utils.planner | DEBUG | triggered update
2021-06-26 17:39:46,269 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-26 17:39:46,432 | utils.planner | DEBUG | return embed for 728482381215826000
2021-06-26 17:39:46,432 | utils.planner | DEBUG | took 0.642925500869751 second for 728482381215826000
2021-06-26 17:39:46,448 | bot | DEBUG | bot subclass Created.
2021-06-26 17:40:01,195 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-26 17:40:01,196 | bot | DEBUG | created bot base.
2021-06-26 17:40:01,243 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2021-06-26 17:40:01,250 | constant | DEBUG | init database succesful
2021-06-26 17:40:01,286 | utils.planner | DEBUG | triggered update
2021-06-26 17:40:01,724 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-26 17:40:01,961 | utils.planner | DEBUG | return embed for 728482381215826000
2021-06-26 17:40:01,962 | utils.planner | DEBUG | took 0.6619529724121094 second for 728482381215826000
2021-06-26 17:40:01,980 | bot | DEBUG | bot subclass Created.
2021-06-26 17:55:04,159 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-26 17:55:04,160 | bot | DEBUG | created bot base.
2021-06-26 17:55:04,193 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2021-06-26 17:55:04,194 | constant | DEBUG | init database succesful
2021-06-26 17:55:04,230 | utils.planner | DEBUG | triggered update
2021-06-26 17:55:04,242 | bot | DEBUG | bot subclass Created.
2021-06-26 17:55:04,248 | bot | INFO | Cog loaded: Snekbox
2021-06-26 17:55:04,250 | bot | INFO | Cog loaded: Utility
2021-06-26 17:55:04,405 | bot | INFO | Cog loaded: KUSNews
2021-06-26 17:55:04,407 | bot | INFO | Cog loaded: Latency
2021-06-26 17:55:04,409 | bot | INFO | Cog loaded: Debug
2021-06-26 17:55:04,410 | bot | INFO | Cog loaded: DayLoop
2021-06-26 17:55:04,413 | bot | INFO | Cog loaded: AdminCommands
2021-06-26 17:55:04,414 | bot | INFO | Cog loaded: NewPatch
2021-06-26 17:55:04,416 | bot | INFO | Cog loaded: Updater
2021-06-26 17:55:04,419 | bot | INFO | Cog loaded: Help
2021-06-26 17:55:04,422 | bot | INFO | Cog loaded: Assignments
2021-06-26 17:55:04,424 | bot | INFO | Cog loaded: SetUp
2021-06-26 17:55:04,425 | bot | INFO | Cog loaded: ErrorHandler
2021-06-26 17:55:04,427 | bot | INFO | Cog loaded: VoiceChannel
2021-06-26 17:55:04,447 | exts.kus | DEBUG | loaded data
2021-06-26 17:55:04,466 | bot | DEBUG | exts.dayloop New day [UTC+7] detected.
2021-06-26 17:57:17,174 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-26 17:57:17,175 | bot | DEBUG | created bot base.
2021-06-26 17:57:17,234 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2021-06-26 17:57:17,238 | constant | DEBUG | init database succesful
2021-06-26 17:57:17,278 | utils.planner | DEBUG | triggered update
2021-06-26 17:57:17,290 | bot | DEBUG | bot subclass Created.
2021-06-26 17:57:17,292 | bot | INFO | Cog loaded: SetUp
2021-06-26 17:57:17,294 | bot | INFO | Cog loaded: Updater
2021-06-26 17:57:17,296 | bot | INFO | Cog loaded: Utility
2021-06-26 17:57:17,297 | bot | INFO | Cog loaded: VoiceChannel
2021-06-26 17:57:17,298 | bot | INFO | Cog loaded: Debug
2021-06-26 17:57:17,299 | bot | INFO | Cog loaded: Latency
2021-06-26 17:57:17,300 | bot | INFO | Cog loaded: DayLoop
2021-06-26 17:57:17,302 | bot | INFO | Cog loaded: Assignments
2021-06-26 17:57:17,306 | bot | INFO | Cog loaded: Snekbox
2021-06-26 17:57:17,307 | bot | INFO | Cog loaded: NewPatch
2021-06-26 17:57:17,434 | bot | INFO | Cog loaded: KUSNews
2021-06-26 17:57:17,437 | bot | INFO | Cog loaded: AdminCommands
2021-06-26 17:57:17,439 | bot | INFO | Cog loaded: Help
2021-06-26 17:57:17,440 | bot | INFO | Cog loaded: ErrorHandler
2021-06-26 17:57:17,481 | bot | DEBUG | exts.dayloop New day [UTC+7] detected.
2021-06-26 17:57:17,501 | exts.kus | DEBUG | loaded data
2021-06-26 17:57:40,632 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-26 17:57:40,633 | bot | DEBUG | created bot base.
2021-06-26 17:57:40,669 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2021-06-26 17:57:40,670 | constant | DEBUG | init database succesful
2021-06-26 17:57:40,752 | utils.planner | DEBUG | triggered update
2021-06-26 17:57:40,763 | bot | DEBUG | bot subclass Created.
2021-06-26 17:57:40,768 | bot | INFO | Cog loaded: SetUp
2021-06-26 17:57:40,770 | bot | INFO | Cog loaded: ErrorHandler
2021-06-26 17:57:40,771 | bot | INFO | Cog loaded: NewPatch
2021-06-26 17:57:40,775 | bot | INFO | Cog loaded: AdminCommands
2021-06-26 17:57:40,780 | bot | INFO | Cog loaded: Assignments
2021-06-26 17:57:40,783 | bot | INFO | Cog loaded: Help
2021-06-26 17:57:40,785 | bot | INFO | Cog loaded: Utility
2021-06-26 17:57:40,790 | bot | INFO | Cog loaded: Snekbox
2021-06-26 17:57:40,792 | bot | INFO | Cog loaded: Latency
2021-06-26 17:57:40,794 | bot | INFO | Cog loaded: Debug
2021-06-26 17:57:40,798 | bot | INFO | Cog loaded: Updater
2021-06-26 17:57:40,966 | bot | INFO | Cog loaded: KUSNews
2021-06-26 17:57:40,967 | bot | INFO | Cog loaded: DayLoop
2021-06-26 17:57:40,968 | bot | INFO | Cog loaded: VoiceChannel
2021-06-26 17:57:41,018 | exts.kus | DEBUG | loaded data
2021-06-26 17:57:41,043 | bot | DEBUG | exts.dayloop New day [UTC+7] detected.
2021-06-26 17:57:41,261 | exts.debug | DEBUG | {"op":1,"d":null}
2021-06-26 17:57:41,261 | exts.debug | DEBUG | {"op":2,"d":{"token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo","properties":{"$os":"linux","$browser":"discord.py","$device":"discord.py","$referrer":"","$referring_domain":""},"compress":true,"large_threshold":250,"guild_subscriptions":true,"v":3,"presence":{"status":"dnd","game":{"flags":0,"type":3,"name":"myself starting..."},"since":0,"afk":false},"intents":32767}}
2021-06-26 17:57:43,583 | utils.planner | DEBUG | returning sorted date for 562976873685057546
2021-06-26 17:57:43,594 | bot | INFO | Connected successfully
2021-06-26 17:57:43,851 | bot | DEBUG | changed bot status
2021-06-26 17:57:43,852 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":0,"name":"with python"},"afk":false,"since":0.0,"status":"online"}}
2021-06-26 17:57:43,857 | bot | DEBUG | creating assignment embed...
2021-06-26 17:57:43,858 | bot | DEBUG | successfully created assignment embed
2021-06-26 17:57:43,997 | utils.planner | DEBUG | triggered update
2021-06-26 17:57:44,967 | bot | DEBUG | creating assignment embed...
2021-06-26 17:57:44,968 | bot | DEBUG | successfully created assignment embed
2021-06-26 17:57:46,128 | bot | DEBUG | creating assignment embed...
2021-06-26 17:57:46,129 | bot | DEBUG | successfully created assignment embed
2021-06-26 17:57:47,236 | bot | DEBUG | creating assignment embed...
2021-06-26 17:57:47,237 | bot | DEBUG | successfully created assignment embed
2021-06-26 17:57:48,377 | bot | DEBUG | creating assignment embed...
2021-06-26 17:57:48,378 | bot | DEBUG | successfully created assignment embed
2021-06-26 17:57:49,508 | bot | DEBUG | creating assignment embed...
2021-06-26 17:57:49,509 | bot | DEBUG | successfully created assignment embed
2021-06-26 17:57:50,596 | bot | DEBUG | exts.update :white_check_mark: Sucessfully update works at 562976873685057546 :
66EEEEEE
2021-06-26 17:57:50,732 | exts.update | DEBUG | updated active-works for 562976873685057546
2021-06-26 17:57:50,846 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-26 17:57:50,942 | bot | DEBUG | creating assignment embed...
2021-06-26 17:57:50,942 | bot | DEBUG | successfully created assignment embed
2021-06-26 17:57:52,033 | bot | DEBUG | creating assignment embed...
2021-06-26 17:57:52,034 | bot | DEBUG | successfully created assignment embed
2021-06-26 17:57:53,134 | bot | DEBUG | creating assignment embed...
2021-06-26 17:57:53,135 | bot | DEBUG | successfully created assignment embed
2021-06-26 17:57:54,236 | bot | DEBUG | creating assignment embed...
2021-06-26 17:57:54,238 | bot | DEBUG | successfully created assignment embed
2021-06-26 17:57:55,326 | bot | DEBUG | creating assignment embed...
2021-06-26 17:57:55,327 | bot | DEBUG | successfully created assignment embed
2021-06-26 17:57:56,425 | bot | DEBUG | creating assignment embed...
2021-06-26 17:57:56,426 | bot | DEBUG | successfully created assignment embed
2021-06-26 17:57:57,523 | bot | DEBUG | creating assignment embed...
2021-06-26 17:57:57,524 | bot | DEBUG | successfully created assignment embed
2021-06-26 17:57:58,649 | bot | DEBUG | exts.update :white_check_mark: Sucessfully update works at 728482381215826000 :
77EEEEEEE
2021-06-26 17:57:58,797 | exts.update | DEBUG | updated active-works for 728482381215826000
2021-06-26 17:57:58,798 | utils.planner | DEBUG | returning sorted date for 829749071891005512
2021-06-28 17:58:20,644 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-28 17:58:20,657 | bot | DEBUG | created bot base.
2021-06-28 17:58:20,720 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2021-06-28 17:58:20,721 | constant | DEBUG | init database succesful
2021-06-28 17:58:20,790 | utils.planner | DEBUG | triggered update
2021-06-28 17:58:20,821 | bot | DEBUG | bot subclass Created.
2021-06-28 17:58:20,825 | bot | INFO | Cog loaded: DayLoop
2021-06-28 17:58:20,828 | bot | INFO | Cog loaded: Help
2021-06-28 17:58:21,080 | bot | INFO | Cog loaded: KUSNews
2021-06-28 17:58:21,082 | bot | INFO | Cog loaded: ErrorHandler
2021-06-28 17:58:21,085 | bot | INFO | Cog loaded: Latency
2021-06-28 17:58:21,091 | bot | INFO | Cog loaded: Debug
2021-06-28 17:58:21,098 | bot | INFO | Cog loaded: Updater
2021-06-28 17:58:21,100 | bot | INFO | Cog loaded: SetUp
2021-06-28 17:58:21,106 | bot | INFO | Cog loaded: AdminCommands
2021-06-28 17:58:21,108 | bot | INFO | Cog loaded: NewPatch
2021-06-28 17:58:21,114 | bot | INFO | Cog loaded: Snekbox
2021-06-28 17:58:21,129 | bot | INFO | Cog loaded: Assignments
2021-06-28 17:58:21,135 | bot | INFO | Cog loaded: Utility
2021-06-28 17:58:21,137 | bot | INFO | Cog loaded: VoiceChannel
2021-06-28 17:58:21,196 | exts.kus | DEBUG | loaded data
2021-06-28 17:58:21,419 | exts.debug | DEBUG | {"op":1,"d":null}
2021-06-28 17:58:21,420 | exts.debug | DEBUG | {"op":2,"d":{"token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo","properties":{"$os":"linux","$browser":"discord.py","$device":"discord.py","$referrer":"","$referring_domain":""},"compress":true,"large_threshold":250,"guild_subscriptions":true,"v":3,"presence":{"status":"dnd","game":{"flags":0,"type":3,"name":"myself starting..."},"since":0,"afk":false},"intents":32767}}
2021-06-28 17:58:23,817 | utils.planner | DEBUG | returning sorted date for 562976873685057546
2021-06-28 17:58:23,825 | bot | INFO | Connected successfully
2021-06-28 17:58:24,120 | bot | DEBUG | changed bot status
2021-06-28 17:58:24,121 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":0,"name":"with python"},"afk":false,"since":0.0,"status":"online"}}
2021-06-28 17:58:24,340 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-28 17:58:24,447 | utils.planner | DEBUG | returning sorted date for 829749071891005512
2021-06-28 20:17:20,852 | exts.debug | DEBUG | {"op":1,"d":182}
2021-06-28 20:17:20,852 | exts.debug | DEBUG | {"op":6,"d":{"seq":182,"session_id":"0b42bde9e2fd9340c900b29fae33aa09","token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo"}}
2021-06-28 20:17:20,897 | bot | INFO | Resumed Connection
2021-06-28 20:17:21,204 | bot | DEBUG | changed bot status
2021-06-28 20:17:21,211 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":0,"name":"with python"},"afk":false,"since":0.0,"status":"online"}}
2021-06-28 23:00:21,143 | bot | DEBUG | exts.dayloop New day [UTC+1] detected.
2021-06-28 23:00:21,311 | exts.dayloop | DEBUG | updating passed work
2021-06-28 23:00:21,311 | utils.planner | DEBUG | looping througth all assignment...
2021-06-28 23:00:21,360 | exts.dayloop | DEBUG | updating 728482381215826000
2021-06-28 23:00:21,361 | bot | DEBUG | creating assignment embed...
2021-06-28 23:00:21,361 | bot | DEBUG | successfully created assignment embed
2021-06-28 23:00:21,558 | exts.dayloop | DEBUG | updated 728482381215826000
2021-06-28 23:00:21,559 | utils.planner | DEBUG | checking old work to delete
2021-06-28 23:00:21,562 | utils.planner | DEBUG | found 0
2021-06-28 23:00:21,563 | utils.planner | DEBUG | triggered update
2021-06-28 23:01:21,294 | utils.planner | DEBUG | returning sorted date for 562976873685057546
2021-06-28 23:01:21,559 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-28 23:01:21,668 | bot | DEBUG | creating assignment embed...
2021-06-28 23:01:21,669 | bot | DEBUG | successfully created assignment embed
2021-06-28 23:01:22,764 | bot | DEBUG | creating assignment embed...
2021-06-28 23:01:22,765 | bot | DEBUG | successfully created assignment embed
2021-06-28 23:01:23,858 | bot | DEBUG | creating assignment embed...
2021-06-28 23:01:23,859 | bot | DEBUG | successfully created assignment embed
2021-06-28 23:01:24,949 | bot | DEBUG | creating assignment embed...
2021-06-28 23:01:24,950 | bot | DEBUG | successfully created assignment embed
2021-06-28 23:01:26,046 | bot | DEBUG | creating assignment embed...
2021-06-28 23:01:26,047 | bot | DEBUG | successfully created assignment embed
2021-06-28 23:01:27,193 | bot | DEBUG | creating assignment embed...
2021-06-28 23:01:27,193 | bot | DEBUG | successfully created assignment embed
2021-06-28 23:01:29,358 | bot | DEBUG | exts.update :white_check_mark: Sucessfully update works at 728482381215826000 :
67EEEEEED
2021-06-28 23:01:29,498 | exts.update | DEBUG | updated active-works for 728482381215826000
2021-06-28 23:01:29,498 | utils.planner | DEBUG | returning sorted date for 829749071891005512
2021-06-28 23:12:46,140 | exts.debug | DEBUG | {"op":1,"d":241}
2021-06-28 23:12:46,141 | exts.debug | DEBUG | {"op":6,"d":{"seq":241,"session_id":"0b42bde9e2fd9340c900b29fae33aa09","token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo"}}
2021-06-28 23:12:46,191 | bot | INFO | Resumed Connection
2021-06-28 23:12:46,505 | bot | DEBUG | changed bot status
2021-06-28 23:12:46,511 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":0,"name":"in 5 servers"},"afk":false,"since":0.0,"status":"online"}}
2021-06-29 00:45:33,549 | exts.debug | DEBUG | {"op":1,"d":348}
2021-06-29 00:45:33,550 | exts.debug | DEBUG | {"op":6,"d":{"seq":348,"session_id":"0b42bde9e2fd9340c900b29fae33aa09","token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo"}}
2021-06-29 00:45:33,593 | bot | INFO | Resumed Connection
2021-06-29 00:45:33,961 | bot | DEBUG | changed bot status
2021-06-29 00:45:33,971 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":3,"name":"~80 users"},"afk":false,"since":0.0,"status":"online"}}
2021-06-29 02:08:48,302 | exts.assignment | DEBUG | init dat for 379568722593185803
2021-06-29 02:08:50,382 | bot | DEBUG | waiting for message...
2021-06-29 02:19:06,264 | exts.debug | DEBUG | {"op":1,"d":729}
2021-06-29 02:19:06,264 | exts.debug | DEBUG | {"op":6,"d":{"seq":729,"session_id":"0b42bde9e2fd9340c900b29fae33aa09","token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo"}}
2021-06-29 02:19:06,313 | bot | INFO | Resumed Connection
2021-06-29 02:19:06,585 | bot | DEBUG | changed bot status
2021-06-29 02:19:06,592 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":3,"name":"~80 users"},"afk":false,"since":0.0,"status":"online"}}
2021-06-29 02:20:41,663 | exts.admin | DEBUG | Say: oh shit,  Delete: True
2021-06-29 02:21:39,140 | exts.admin | DEBUG | Say: I want to die to, but i can't,  Delete: True
2021-06-29 02:23:00,767 | exts.admin | DEBUG | Say: what a scam,  Delete: True
2021-06-29 02:25:30,355 | exts.admin | DEBUG | Say: nooobbb,  Delete: True
2021-06-29 02:25:55,339 | exts.admin | DEBUG | Say: yes me too,  Delete: True
2021-06-29 02:27:33,229 | exts.admin | DEBUG | Say: ...,  Delete: True
2021-06-29 02:27:55,902 | exts.admin | DEBUG | Say: anyone want to kill this guy?,  Delete: True
2021-06-29 02:34:24,497 | exts.admin | DEBUG | Say: yes me too,  Delete: True
2021-06-29 02:35:09,908 | exts.admin | DEBUG | Say: design flaws!!!,  Delete: True
2021-06-29 04:24:41,076 | exts.assignment | DEBUG | init dat for 518063131096907813
2021-06-29 04:24:43,151 | bot | DEBUG | waiting for message...
2021-06-29 04:24:45,420 | exts.assignment | DEBUG | update embed successfully for 518063131096907813
2021-06-29 04:24:45,420 | bot | DEBUG | waiting for message...
2021-06-29 04:25:07,146 | exts.assignment | DEBUG | update embed successfully for 518063131096907813
2021-06-29 04:25:07,147 | bot | DEBUG | waiting for message...
2021-06-29 04:25:15,414 | exts.assignment | DEBUG | update embed successfully for 518063131096907813
2021-06-29 04:25:15,414 | bot | DEBUG | waiting for message...
2021-06-29 04:25:18,216 | exts.assignment | DEBUG | processing 3️⃣ for 518063131096907813
2021-06-29 04:25:18,303 | exts.assignment | DEBUG | update embed successfully for 518063131096907813
2021-06-29 04:25:21,563 | exts.assignment | DEBUG | update embed successfully for 518063131096907813
2021-06-29 04:25:21,564 | bot | DEBUG | waiting for message...
2021-06-29 04:25:23,044 | exts.assignment | DEBUG | processing ✅ for 518063131096907813
2021-06-29 04:25:23,045 | utils.planner | DEBUG | generated new key
2021-06-29 04:25:23,116 | utils.planner | DEBUG | added Assignment from `562976873685057546` with key `a753daa9`
2021-06-29 04:25:23,148 | exts.assignment | DEBUG | 518063131096907813 add/edit new assignment and passed in successfully.
2021-06-29 04:26:21,818 | utils.planner | DEBUG | returning sorted date for 562976873685057546
2021-06-29 04:26:21,940 | bot | DEBUG | creating assignment embed...
2021-06-29 04:26:21,941 | bot | DEBUG | successfully created assignment embed
2021-06-29 04:26:21,941 | bot | DEBUG | creating assignment embed...
2021-06-29 04:26:21,942 | bot | DEBUG | successfully created assignment embed
2021-06-29 04:26:21,943 | bot | DEBUG | creating assignment embed...
2021-06-29 04:26:21,944 | bot | DEBUG | successfully created assignment embed
2021-06-29 04:26:21,945 | bot | DEBUG | creating assignment embed...
2021-06-29 04:26:21,945 | bot | DEBUG | successfully created assignment embed
2021-06-29 04:26:21,946 | bot | DEBUG | creating assignment embed...
2021-06-29 04:26:21,947 | bot | DEBUG | successfully created assignment embed
2021-06-29 04:26:21,949 | bot | DEBUG | creating assignment embed...
2021-06-29 04:26:21,949 | bot | DEBUG | successfully created assignment embed
2021-06-29 04:26:21,950 | bot | DEBUG | creating assignment embed...
2021-06-29 04:26:21,950 | bot | DEBUG | successfully created assignment embed
2021-06-29 04:26:21,951 | bot | DEBUG | creating assignment embed...
2021-06-29 04:26:21,951 | bot | DEBUG | successfully created assignment embed
2021-06-29 04:26:23,055 | bot | DEBUG | exts.update :white_check_mark: Sucessfully update works at 562976873685057546 :
87S
2021-06-29 04:26:23,164 | exts.update | DEBUG | updated active-works for 562976873685057546
2021-06-29 05:29:55,997 | exts.debug | DEBUG | {"op":1,"d":1890}
2021-06-29 05:29:55,997 | exts.debug | DEBUG | {"op":6,"d":{"seq":1890,"session_id":"0b42bde9e2fd9340c900b29fae33aa09","token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo"}}
2021-06-29 05:29:56,036 | bot | INFO | Resumed Connection
2021-06-29 05:29:56,354 | bot | DEBUG | changed bot status
2021-06-29 05:29:56,361 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":0,"name":"with python"},"afk":false,"since":0.0,"status":"online"}}
2021-06-29 05:53:23,852 | exts.assignment | DEBUG | init dat for 518063131096907813
2021-06-29 05:53:23,989 | bot | ERROR | Traceback (most recent call last):
  File "/opt/virtualenvs/python3/lib/python3.8/site-packages/discord/client.py", line 343, in _run_event
    await coro(*args, **kwargs)
  File "/home/runner/TpLearn-BETA/exts/errorhand.py", line 44, in on_command_error
    await ctx.send(":x: **Something went wrong while processing your request!**")
  File "/opt/virtualenvs/python3/lib/python3.8/site-packages/discord/abc.py", line 1065, in send
    data = await state.http.send_message(channel.id, content, tts=tts, embed=embed,
  File "/opt/virtualenvs/python3/lib/python3.8/site-packages/discord/http.py", line 216, in request
    raise HTTPException(r, data)
discord.errors.HTTPException: 429 Too Many Requests (error code: 0): You are being blocked from accessing our API temporarily due to exceeding our rate limits frequently. Please read our docs at https://discord.com/developers/docs/topics/rate-limits to prevent this moving forward.

2021-06-29 05:53:34,987 | bot | ERROR | Traceback (most recent call last):
  File "/opt/virtualenvs/python3/lib/python3.8/site-packages/discord/client.py", line 343, in _run_event
    await coro(*args, **kwargs)
  File "/home/runner/TpLearn-BETA/exts/errorhand.py", line 44, in on_command_error
    await ctx.send(":x: **Something went wrong while processing your request!**")
  File "/opt/virtualenvs/python3/lib/python3.8/site-packages/discord/abc.py", line 1065, in send
    data = await state.http.send_message(channel.id, content, tts=tts, embed=embed,
  File "/opt/virtualenvs/python3/lib/python3.8/site-packages/discord/http.py", line 216, in request
    raise HTTPException(r, data)
discord.errors.HTTPException: 429 Too Many Requests (error code: 0): You are being blocked from accessing our API temporarily due to exceeding our rate limits frequently. Please read our docs at https://discord.com/developers/docs/topics/rate-limits to prevent this moving forward.

